FAQID,ClubFAQRef,ClubVersion,Question,Answer,Location,Key,Version
1051,1090,0,چگونه ميتوان در سند حسابداري مقدار بدهكار را با بستانكار و بالعكس جابه جا كرد؟,در فرم سند حسابداري روي سطر مورد نظر كليك كنيد و با استفاده از كليد ميانبر F3 مقدار بدهكار را به بستانكار و بالعكس منتقل كنيد.,سند حسابداري,Accounting/Voucher,0
1052,1091,0,چگونه ميتوان يك فيلد را در سند حسابداري كپي كرد؟,در فرم سند حسابداري روي سطر مورد نظر كليك كنيد. با استفاده از كليد ميانبر F4 فيلد مورد نظر را كپي كنيد.,سند حسابداري,Accounting/Voucher,0
1053,1017,0,آيا سند بالانس نباشد قابل ذخيره است؟,در سيستم سپيدار سند غير بالانس قابل ذخيره كردن نيست.,سند حسابداري,Accounting/Voucher,0
1054,1008,0,در صورتي كه كاربري سيستم پيمانكاري را نداشته باشد، چگونه مي توان صورت وضعيت ثبت كرد؟,براي اين كار مي بايست، در منوي عمودي حسابداري از قسمت عمليات فرم سند حسابداري جديد را باز كرده و به عنوان يك سند حسابداري دستي ثبت كرد.,سند حسابداري,Accounting/Voucher,0
1055,1088,0,امكان تكثير سطر به واسطه كليد F8 در چه عملياتي امكان پذير مي باشد؟,حسابداري: سند حسابداري   دريافت و پرداخت: رسيد دريافت، اعلاميه پرداخت   مشتريان و فروش: پيش فاكتور، فاكتور فروش، فاكتور فروش برگشتي   تامين كنندگان و انبار: رسيد انبار، برگشت رسيد انبار، خروج انبار، برگشت خروج انبار، فاكتور خريد خدمات، فاكتور خريد سفارش كار: فرمول ساخت   دارايي ثابت: استقرار، فاكتور خريد دارايي، تحصيل دارايي، مخارج پس از تحصيل، انتقال دارايي و ...   پيمانكاري: صورت هزينه، صورت وضعيت,سند حسابداري,Accounting/Voucher,0
1056,1072,0,علي رغم تفصيل پذير كردن حساب معين، همچنان در فرم سند حسابداري حساب معين انتخاب شده تفصيل پذير نمي باشد، علت چيست؟,در فرم سند حسابداري، در صورتي كه در قسمت انتخاب كد معين،  صفحه جاري را با گزينه بروز كردن كه در منوي ابزار پايين صفحه قرار دارد بازخواني شده و مجدد معين انتخاب گردد، تغييرات انجام شده در حساب معين در فرم سند حسابداري اعمال مي گردد.,سند حسابداري,Accounting/Voucher,0
1057,1043,0,چگونه ميتوان شماره عطف اسناد حسابداري را تغيير داده يا حذف كرد؟,"با صدور هر سند حسابداري، يك شماره عطف به آن اختصاص مي يابد. شماره عطف يك شماره سيستمي است كه توسط كاربر قابل ويرايش يا حذف نيست و با حذف سند، حذف خواهد شد.
نكته: در صورتي كه هيچ سند حسابداري از سيستم حذف نشود، شماره عطف و شماره سند برابر خواهند بود.
به كمك شماره عطف ميتوان ترتيب ورود اسناد در سيستم را پيگيري كرد. درصورت تمايل ميتوان در منوي تنظيمات نمايش در روكش سند حسابداري را غير فعال نمود.",سند حسابداري,Accounting/Voucher,0
1058,1044,0,چگونه ميتوان تنظيماتي را انجام داد تا  شماره عطف در سند حسابداري پرينت گرفته نشود؟,از منوي تنظيمات فرم تنظيمات را باز كرده و تب حسابداري را انتخاب كنيد. در پايين فرم تيك  نمايش شماره عطف در سند حسابداري  را برداشته و كليد ذخيره پايين فرم را انتخاب كنيد.,سند حسابداري,Accounting/Voucher,0
1059,597,0,چگونه مي توان از ميان اسناد حسابداري موردي خاص را جستجو نمود؟,جهت جستجو ي اطلاعات مربوط به سربرگ اسناد حسابداري مي توان از قسمت فهرست اسناد حسابداري اقدام نمود، ولي در صورت تمايل به جستجو از  ميان سطرها يا آرتيكل هاي اسناد حسابداري بايد از قسمت مرورحسابها-تب گردش عمل كرد.,سند حسابداري,Accounting/Voucher,0
1060,598,0,نحوه ي جابجايي اسناد حسابداري در طول يك روز به چه صورت است؟,از منوي عمودي قسمت فهرست فرم اسناد حسابداري را باز كرده در فهرست اسناد حسابداري درستون تاريخ، با درج تاريخ مورد نظر سند هاي مربوط به يك روز  را فيلتر كرده، پس از انتخاب سندهاي حسابداري كه قصد جابجايي آن را داريد با استفاده از  فلش هاي موجود در بالاي صفحه، جابه جايي سند حسابداري در ميان اسناد يك روز را انجام دهيد سپس از بالاي فرم دكمه شماره گذاري مجدد اسناد را انتخاب نماييد.,سند حسابداري,Accounting/Voucher,0
1061,604,0,بعد از باز شدن سند حسابداري جديد، سيستم بصورت خودكار به آن شماره نميدهد. علت چيست؟,طراحي نرم افزار بدين صورت است كه بعد از ذخيره ي سند حسابداري بصورت خودكار به آن شماره ميدهد. قابل ذكر است كه روش هاي شماره گذاري در سيستم به دو روش دستي و خودكار مي باشد كه اگر روش در حالت دستي باشد مي توان به صورت دستي هم شماره داد و در غير اينصورت سيستم بصورت خودكار طبق آخرين شماره ذخيره ميكند .,سند حسابداري,Accounting/Voucher,0
1062,585,0,چگونه مي توان شماره گذاري مجدد اسناد انجام داد؟,از منوي حسابداري ، قسمت فهرست ، وارد اسناد حسابداري شويد. از بالاي فرم شماره گذاري مجدد اسناد ، علامت(%)، را انتخاب نمائيد يا درمنوي حسابداري قسمت عمليات ، شماره گذاري مجدد را انتخاب كرده و بعد از تاييد شماره گذاري اسناد انجام مي شود.,سند حسابداري,Accounting/Voucher,0
1063,726,0,نحوه ويرايش  و حذف سند حسابداري كه از طريق سيستم هاي ديگر صادر شده است، به چه صورت مي باشد؟,در صورتي كه سندي از طريق سيستم هايي جز سيستم حسابداري صادر شده باشد، حذف  سند حسابداري از همان فرم امكان پذير است و همچنين براي ويرايش سند مورد نظر بايد ويرايش از همان فرم مربوطه با كليك بر روي گزينه ويرايش سند حسابداري كه در بالاي فرم قرار دارد صورت بگيرد.,سند حسابداري,Accounting/Voucher,0
1064,614,0,آيا امكان ويرايش در شرح هاي استاندارد سند حسابداري وجود دارد؟,شرح هاي استاندارد مورد استفاده در سيستم قابل ويرايش نيستند. علاوه بر آن كاربر مي تواند شرح پيش فرض را ذخيره كرده و در جايي ديگر از آن استفاده نمايد.,سند حسابداري,Accounting/Voucher,0
1065,615,0,آيا ميتوان اسناد حسابداري را در سطح  كل ، تجميع نمود؟,بله؛   جهت صدور سند كل به ترتيب ذيل عمل نمائيد:   1- در منوي عمودي وارد سيستم  حسابداري  شده و از قسمت عمليات گزينه  صدور سند كل  را انتخاب نمائيد.   2- در صفحه باز شده  روش صدور  را (تجمعي/روزانه) تعيين كرده و سپس محدوده اسناد را با يكي از گزينه هاي  تا تاريخ  يا  تا شماره  مشخص كرده و محدوده را يادداشت نمائيد.   3- در انتها از آرم سپيدار گزينه  صدور سند كل  را جهت صدور اسناد كل انتخاب نمائيد.  **نكته: جهت صدور اسناد كل، اسناد حسابداري مي بايست در وضعيت  دائم  باشند.,سند حسابداري,Accounting/Voucher,0
1066,608,0,از عمليات  سند حسابداري  به چند نوع ميتوان گزارش چاپي تهيه كرد؟,به پنج نوع:   1- سند حسابداري   2- سند حسابداري به تفكيك حساب كل   3- سند حسابداري به ترتيب حساب كل - معين - تفصيل   4- سند حسابداري به ترتيب رديف   5- سند حسابداري پويا: اطلاعات مورد نياز در گزارش قابل انتخاب مي باشد.,سند حسابداري,Accounting/Voucher,0
1067,605,0,چگونه مي توان اسناد را براساس شماره و تاريخ مرتب نمود؟,"به دو روش مي توان اسناد را براساس شماره و تاريخ مرتب نمود : 1-از منوي عمودي وارد سيستم حسابداري شده و از قسمت فهرست اسناد حسابداري را باز كرده، از بالاي فرم گزينه شماره گذاري مجدد اسناد كه علامت ( % ) را دارد كليك نماييد. 2- در نسخه هاي بالاتر آيتم شماره گذاري مجدد اسناد در منوي عمليات سيستم حسابداري گنجانده شده و از آنجا قابل انتخاب است. توجه داشته باشيم كه پس از شماره گذاري مجدد اسناد، تنها شماره سند است كه تغيير ميكند و شماره ي عطف غيرقابل تغيير مي باشد. (در صورتي كه در قسمت تنظيمات حسابداري گزينه ""مرتب سازي شماره عطف در شماره گذاري مجدد اسناد"" فعال باشد شماره عطف مانند شماره سند براساس تاريخ مرتب مي شوند)",سند حسابداري,Accounting/Voucher,0
1068,647,0,نحوه صدور سند حسابداري را توضيح دهيد.,براي صدور سند حسابداري دستي از منوي حسابداري بخش عمليات سند حسابداري جديد را انتخاب كنيد. سپس با استفاده از + (افزودن قلم) كه در پايين فرم قرار دارد اقلام سند اعم از بدهكار بستانكار را وارد كرده و فرم را ذخيره فرماييد.,سند حسابداري,Accounting/Voucher,0
1069,1212,0,موقع ذخيره سند ارور ميگيرم كه اين ركورد توسط كاربر ديگر ثبت شده است,اين پيغام به اين علت است كه همزمان دو كاربر بر روي يك سند ثبت انجام ميدادند و تنها بايد سند را بسته و دوباره صادر كنيد.,سند حسابداري,Accounting/Voucher,0
1070,2569,0,معيني كه براي سند افتتاحيه ام تعريف كرده ام تو سلكتور نميبينم چرا؟,حساب معين افتتاحيه نبايد ويژگي تفصيل پذير را داشته باشد.,سند حسابداري,Accounting/Voucher,0
1084,1086,0,كاربرد فرم اصلاح طبقه بندي حسابها چيست؟,از اين فرم براي انتقال مانده يك يا چند حساب معين به حساب معين ديگري استفاده ميشود.,اصلاح طبقه بندي حسابها,Accounting/CloseAccounts,0
1085,1030,0,در صورتي كه يك حساب معين چند بار به اشتباه با عنوان هاي متفاوت ايجاد و استفاده شده باشد و در سند افتتاحيه نيز گردش داشته باشد، چگونه ميتوان تبديل به يك معين كرد؟,ابتدا مي بايست از ميان كد معين هاي تعريف شده يكي را در نظر بگيريد و گردش ديگر كدهاي معين اشتباه را با اين حساب معين و به يكي از روش هاي ذيل اصلاح كنيد:   الف - در صورتي كه در سال اول استفاده از سيستم مي باشيد و امكان ويرايش سند افتتاحيه صادر شده را داريد:   روش اول - اگر اين حساب معين از آن دسته حسابهايي است كه بعد از صدور سند افتتاحيه به صورت دستي به سند اضافه شده است، در سند افتتاحيه حساب معين اشتباه را به حساب معين جديد و صحيح تغيير دهيد.   روش دوم - اگر اين حساب معين از آن دسته حسابهايي است كه در تنظيمات نرم افزار درج شده و در سند افتتاحيه فراخواني شده است، سند افنناحيه را حذف كرده و پس از اصلاح آن حساب معين در تنظيمات، سند افتتاحيه را مجددا صادر كنيد. در اين حالت سند افتتاحيه صادر شده با حساب معين اصلاح شده صادر خواهد شد.  ب - در صورتي كه در سال دوم به بعد مي باشيد به روش ذيل عمل كنيد:   1 - از سيستم حسابدراي، گزينه  اصلاح طبقه بندي حسابها  را انتخاب كنيد.   2 - در فرم باز شده از بالاي فرم معين مقصد را معين صحيح قرارداده و از پايين فرم معين هاي تكراري را به سمت چپ انتقال دهيد   3 - در انتها پس از ثبت توضيحات لازم فرم را ذخيره كنيد   4 - با اين كار، مانده بدهكار يا بستانكار حساب هاي معين انتخاب شده به معين مقصد انتقال پيدا مي كند كه مي توانيد حساب هاي صفر شده را غير فعال كنيد.,اصلاح طبقه بندي حسابها,Accounting/CloseAccounts,0
1086,2598,0,فرآيند اصلاح طبقه بندي حسابها (بستن حسابها) بصورت خودكار چگونه است؟,از منوي عمودي به سيستم  حسابداري  وارد شده و از قسمت عمليات بر روي آيتم  اصلاح طبقه بندي حسابها  كليك كرده سپس در پنجره باز شده حسابهاي معين و تفصيلي كه قصد اصلاح يا صفر كردن مانده آنها را داريد و داراي گردش مي باشند و داراي مانده مي باشد به ما نمايش داده خواهد شد. بعد از ورود اطلاعات مربوط به تاريخ، توضيحات و معين مقصد ( معيني كه ميخواهيد مانده حساب آن بسته شود) از كادر حسابهاي قابل انتخاب حسابهاي معين مورد نظر را توسط فلش هاي آبي رنگ واقع در وسط صفحه به كادر انتخاب شده ها منتقل كنيد، سپس از بالاي فرم آيكون صدور سند را انتخاب كنيد.,اصلاح طبقه بندي حسابها,Accounting/CloseAccounts,0
1087,2675,0,هنگام صدور اختتاميه سيستم خطا مي دهد، حساب هاي سود و زياني داراي مانده است، راه حل چيست؟,قبل از صدور سند اختتاميه بايد مانده تمامي حساب هاي موقت يا سود و زياني صفر شده باشد ، براي اين كار بايد از منوي عمودي سيستم حسابداري را انتخاب كرده و از قسمت عمليات فرم بستن حساب هاي سود و زياني را باز كرده و سند بستن حساب را صادر كرده و سپس اقدام به صدور اختتاميه نماييد.,بستن حساب‌هاي سود و زياني,Accounting/Voucher,0
1088,3010,0,جهت تهيه گزارش سود و زيان،  صدور سند بستن حسابهاي سود و زياني  الزامي مي باشد؟,خير.,بستن حساب‌هاي سود و زياني,Accounting/Voucher,0
1089,2295,0,در مرور حسابها يك حساب معين، داراي مانده صفر است. حال براي بستن حساب هاي سود و زياني اين حساب معين را نمايش ميدهد. علت چيست؟,براي اين حساب معين بيشتر از يك تفصيلي گردش داشته كه اين تفضيل داراي مانده است. از منوي حسابداري، قسمت عمليات فرم مرور حساب ها راباز كنيد در تب معين ، معين مورد نظر را فيلتر كرده و در تب تفصيلي، مانده تفصيلي هاي مربوط به حساب معين را بررسي نماييد.,بستن حساب‌هاي سود و زياني,Accounting/Voucher,0
1090,1771,0,معين هزينه حقوق چگونه در سيستم بسته مي شود؟,با بستن حساب هاي سود و زياني در پايان سال، معين هاي حساب هاي موقت در سيستم بسته ميشوند و در قالب معين سود و زياني مقصد به سال بعد منتقل مي شوند.,بستن حساب‌هاي سود و زياني,Accounting/Voucher,0
1091,1999,0,چگونه مانده هزينه حقوق را صفر كنم؟,با بستن حساب هاي سود و زياني در پايان سال، معين هاي حساب هاي موقت بسته ميشوند و در قالب معين سود و زياني مقصد، به سال بعد منتقل مي شوند.,بستن حساب‌هاي سود و زياني,Accounting/Voucher,0
1092,928,0,چگونه مي توان سند بستن حسابهاي سود و زياني را حذف كرد؟,"از منوي حسابداري قسمت فهرست وارد فرم اسناد حسابداري شده، سپس در ستون نوع سند ""بستن حسابها"" را جستجو كنيد. روي سند نمايش داده شده كليك راست كنيد و گزينه حذف را انخاب كنيد.",بستن حساب‌هاي سود و زياني,Accounting/Voucher,0
1093,916,0,بعد از بستن حساب هاي سود و زياني ، چطور ميتوان سند را ويرايش كرد؟,مبالغ ثبت شده در سند بستن حساب هاي سود و زياني توسط سيستم با توجه به اسناد صادر شده است و قابل ويرايش نيست، در صورتي كه نياز به ويرايش مبالغ يا حسابي باشد بايد اسنادي كه قبلا صادر شده اند ويرايش شوند.,بستن حساب‌هاي سود و زياني,Accounting/Voucher,0
1094,473,0,موقع بستن حسابهاي سود و زياني، بعضي از معين هاي درآمدي و هزينه اي قابل مشاهده نيستند. علت چيست؟,عدم نمايش بعضي از معين ها در فرم بستن حسابهاي سود و زياني مي تواند ناشي از دلايل زير باشد :1- ماهيت حساب معين مورد نظر سود و زياني نيست. 2- حساب معين مورد نظر هيچ گردشي در سيستم نداشته است. 3- حساب معين موردنظر قبلا بسته شده است.,بستن حساب‌هاي سود و زياني,Accounting/Voucher,0
1095,474,0,فرآيند بستن حسابهاي سود و زياني بصورت خودكار چگونه است؟,از سيستم حسابداري-منوي عمليات بر روي آيتم بستن حسابهاي سود و زياني كليك كرده، در پنجره باز شده تمام حسابهاي معيني كه سود و زياني بوده و داراي گردش مي باشند و قبلا نيز بسته نشده اند به ما نمايش داده خواهد شد. بعد از ورود اطلاعات مربوط به تاريخ، توضيحات و معين مقصد ( معيني كه ميخواهيم حسابهاي سود و زياني به آن بسته شود) از كادر حسابهاي قابل انتخاب ، حسابهاي معين موردنظر را توسط فلش هاي آبي رنگ واقع در وسط صفحه به كادر انتخاب شده ها (از سمت راست به سمت چپ) منتقل كرده ، سپس از بالاي فرم آيكون صدور سند را فشار دهيد.,بستن حساب‌هاي سود و زياني,Accounting/Voucher,0
1096,2669,0,آيا امكان عدم شماره گذاري مجدد هنگام تبديل اسناد موقت به دائم وجود دارد؟,خير، چون رويه سيستم سپيدار به اين صورت ميباشد كه لازم است هنگام دائم كردن اسناد شماره گذاري مجدد است و طبق اصول و رويه حسابداري نيز شماره اسناد حسابداري بايد بر اساس تاريخ مرتب باشد.,تبديل اسناد موقت به دايم,Accounting/ChangeVoucherState,0
1097,573,0,نحو موقت كردن اسناد حسابداري به چه صورت است؟,"در منوي حسابداري قيمت عمليات فرم تبديل اسناد موقت به دائم را باز كرده، تيك تا شماره را مي زنيم، و عدد صفر (0) را در كادر سفيد روبرو تايپ مي كنيم، سپس علامت قفل بسته را مي زنيم، پيغامي در قالب ""پيش از وضعيت اسناد از حالت موقت به دائم نمايش عمليات شماره گذاري مجدد اسناد انجام مي شود"" داده مي شود كه بله را انتخاب مي كنيم و در آخر با پيغام ""هيچ سندي در حالت دائم نيست"" مواجه مي شويد.",تبديل اسناد موقت به دايم,Accounting/ChangeVoucherState,0
1098,1329,0,چگونه ميتوانم اسناد موقت را دائم كنم؟,از منوي حسابداري، قسمت عمليات، فرم تبديل اسناد موقت به دائم را باز كنيد. تيك تا تاريخ  يا تا شماره را مي زنيم و شماره يا تاريخ مورد نظر خود را وارد كرده از بالاي صفحه سمت راست روي گزينه قفل،  تبديل به دائم  كليك كنيد. پيغامي توسط سيستم نمايش داده مي شود (پيش از تغيير وضعيت اسناد به دائم ، عمليات شماره گذاري مجدد اسناد انجام مي شود. آيا ادامه مي دهيد؟)  بعد از تاييد آن پيغام  تعداد.... سند در وضعيت دائم هستند.  نمايش داده مي شود.,تبديل اسناد موقت به دايم,Accounting/ChangeVoucherState,0
1099,1444,0,چگونه ميتوان در سيستم تنظيماتي را انجام داد كه بعد از بررسي بعضي از اسناد بقيه كاربران نتوانند اسناد را ويرايش،حذف يا بين آن اسناد سندي را صادر كنند؟,براي اين كار، از منوي حسابداري، قسمت عمليات، فرم تبديل اسناد موقت به دائم، تا تاريخ يا تا شماره مورد نظر خود را وارد و روي علامت قفل بسته از  بالاي صفحه كليك كنيد تا اسناد دائم شوند و امكان ويرايش ، اضافه يا حذف كردن بين آن اسناد وجود نداشته باشد .,تبديل اسناد موقت به دايم,Accounting/ChangeVoucherState,0
1100,1345,0,چگونه ميتوان تفصيلي ساير را ويرايش كرد؟,از منوي حسابداري، قسمت فهرست، فرم تفصيلي هاي ساير را باز كرده، تفصيلي مورد نظر را انتخاب كرده، كليك راست كنيد و گزينه ويرايش را انتخاب كنيد. در صفحه باز شده ويرايش مورد نظر را انجام دهيد، سپس در بالاي فرم كليد ذخيره را انتخاب كنيد.,تفصيلي ساير,Accounting/OtherDL,0
1101,1250,0,چگونه مي توان تفصيلي ساير را غير فعال كرد؟,از منوي حسابداري ،قسمت فهرست، فرم تفصيلي هاي ساير را باز كرده، سپس روي تفصيلي مورد نظر كليك راست كرده و گزينه ويرايش را انتخاب كنيد. پس از باز شدن فرم، تيك فعال را برداشته و ذخيره نماييد.,تفصيلي ساير,Accounting/OtherDL,0
1102,1886,0,در تعريف تقسيط جديد از نوع  وام بانكي  در فيلد  مربوط به  چه چيزي بايد انتخاب شود؟,در صورت نياز به انتخاب مربوط به  تعريف وام بانكي مي بايست از منوي عمودي وارد سيستم  حسابداري  شده و از قسمت عمليات گزينه  تفصيل ساير جديد  را انتخاب كرده تفصيلي ساير ايجاد نمود.,تفصيلي ساير,Accounting/OtherDL,0
1103,1962,0,چرا امكان تعريف عنوان 2 وجود ندارد؟,خواهشمند است براي تعريف عنوان دوم،  زير سيستم دو زبانه را خريداري نماييد .,تفصيلي ساير,Accounting/OtherDL,0
1104,595,0,چگونه تفصيلي ساير جديد ايجاد كنم؟,در منوي حسابداري قسمت عمليات فرم تفصيلي ساير جديد را انتخاب كرده و عنوان تفصيلي را وارد كرده و ذخيره مي كنيم. در معين هايي كه تفضيل پذير باشد ميتوانيم از اين تفصيلي استفاده كنيم.,تفصيلي ساير,Accounting/OtherDL,0
1105,601,0,تفاوت تفصيلي ساير با انواع ديگر تفصيلي ها در سيستم چيست؟,تفصيلي ساير براي تفصيلي هايي استفاده مي شود كه جزء طبقات(طرف حساب، بانك، صندوق، مركز هزينه و كارتخوان) نباشد. به عنوان مثال : قرارداد، سفارش ، اعتبارات اسنادي و از اين قبيل حسابهاي تفصيلي را در قسمت تفصيلي ساير تعريف مي شوند.,تفصيلي ساير,Accounting/OtherDL,0
1106,921,0,چگونه مي توان تفصيلي ساير را حذف كرد؟,از منوي حسابداري ، از قسمت فهرست فرم تفصيلي هاي ساير را باز كرده، سپس روي تفصيلي مورد نظر كليك راست كرده و گزينه حذف را انتخاب كنيد. (توجه: امكان حذف در صورتي است كه تفصيلي در هيچ يك از سال هاي مالي گردش نداشته باشد، در صورت وجود گردش فقط امكان غيرفعال كردن آن وجود دارد),تفصيلي ساير,Accounting/OtherDL,0
1107,2644,0,آيا يك كد تفصيلي را مي توان با تمامي گردش به يك كد تفصيلي ديگر انتقال داد؟,نخير داخل سيستم سپيدار اين امكان وجود ندارد.,تفصيلي ساير,Accounting/OtherDL,0
1108,2731,0,چگونه ميتوان تفصيلي ساير جديد ايجاد كرد؟,در منوي حسابداري از قسمت عمليات ، فرم تفصيلي ساير جديد را انتخاب كرده و نام تفصيلي و تيك فعال را بزنيد و ذخيره كرده و در معين هايي كه تفضيل پذير باشد ميتوان از اين تفصيلي استفاده كرد.,تفصيلي ساير,Accounting/OtherDL,0
1109,625,0,به چه صورت مي توان از گزارش مرورحسابهاي چند ساله در سيستم استفاده نمود؟,جهت گزارش گيري چند ساله (متوالي) بايد به شيوه زير عمل كرد:   1- نسخه برنامه را به بالاترين نسخه موجود ارتقا دهيد.2- در منوي عمودي حسابداري، از قسمت عمليات، بر روي گزينه مرور حسابها كليك كنيد.   3- در فرم باز شده، از بالاي فرم مي توان محدوده تاريخي چند سال مالي را وارد نمود. 4- سپس از پايين فرم آيكون بروزرساني يا رفرش را فشار دهيد.   نكته: با دو بار كليك كردن به روي هر حساب امكان فيلتر كردن و گرفتن گردش آن حساب وجود دارد.,مرور حساب‌ها,Accounting/Review,0
1110,612,0,چگونه مي توان از گزارشات سيستم حسابداري سپيدار استفاده نمود؟,گزارشات حسابداري سيستم سپيدار از چهار قسمت مرور حسابها، گزارش ترازها، گزارش دفاتر و گزارش ساز قابل تهيه مي باشد كه كاربر با توجه به نياز خود مي تواند از هريك از آن ها استفاده نمايد. گزارش مرور حسابها : در اين قسمت مي توان از حسابها به تفكيك در كليه سطوح ( گروه، كل، معين و تفصيل ) و همچنين بر اساس ارتباط بين آنها گزارش تهيه نمود. به عنوان مثال اگر بخواهيم از مانده حساب دارايي هاي جاري گزارش بگيريم مي توان در قسمت مرور حسابها تب  گروه  مانده اين حساب را مشاهده كرد. يا اگر بخواهيم ببينيم كه گروه دارايي هاي جاري از چه كل هايي تشكيل شده است پس از فيلتر نمودن حساب گروه به تب كل رفته و در اين قسمت كليه حساب كل هايي كه تشكيل دهنده دارايي هاي جاري هستند مشاهده مي كنيم. به همين ترتيب اگر بخواهيم مانده حسابهاي دريافتني را كه يك حساب كل است مشاهده كنيم بر روي تب كل كليك مي كنيم و مانده حسابهاي دريافتني را مشاهده مي كنيم. براي مشاهده اينكه حسابهاي دريافتني از چه معين هايي تشكيل شده است ابتدا با دوبار كليك كردن حساب كل مورد نظر را فيلتر نموده (رنگ آن سبز مي شود) سپس به تب  معين  مي رويم. اگر بخواهيم بدانيم كه حسابهاي دريافتني از چه اشخاصي تشكيل شده است ابتدا حساب معين حسابهاي دريافتني را در تب معين فيلتر نموده سپس بر روي تب  تفصيلي  كليك مي كنيم تا اشخاصي كه از آنها حساب دريافتني داريم به ما نمايش دهد. تب گردش نيز گردش يك حساب را به ما نمايش مي دهد. به عنوان مثال اگر بخواهيم گردش حساب يك شخص (شركت الفا) را مشاهده كنيم، در قسمت مرور حسابها تب تفصيلي حساب تفصيلي(شركت الفا) مورد نظر را فيلتر نموده سپس وارد تب گردش مي شويم. در اين قسمت گردش حساب شخص با كليه حسابها نمايش داده خواهد شد. همچنين مي توان بعد از فيلتر كردن حساب تفصيلي به تب معين رفته و حسابهاي معين مرتبط با آن حساب تفصيلي ر ا مشاهده نمود. قابل ذكر است كه در فرم مرور حسابها امكان گزارش گيري از سطوح بالا به پايين يا از پايين به بالا وجود دارد. گزارش ترازها: در گزارش ترازها ميتوان تراز يك حساب را در هريك از سطوح حسابداري( كل، معين و تفصيلي ) به صورت ساده و همچنين بر اساس ارتباطي كه بين سطوح و نيز تفصيل با سطوح دارد( كل/ معين، معين/ تفصيل، تفصيلي/ معين و كل/معين/تفصيلي) به صورت تحليلي مشاهده نمود.,مرور حساب‌ها,Accounting/Review,0
1111,619,0,چگونه مي توان از يك حساب خاص در سيستم گردش گرفت؟,در قسمت مرور حسابهاي سيستم حسابداري امكان گزارش گيري از يك حساب تفصيلي خاص وجود دارد. براي نمايش مانده اين حساب در تب تفصيلي، حساب مورد نظر را جستجو كرده و در ستون مانده بدهكار يا بستانكار مانده آن را مشاهده نماييد. براي نمايش گردش آن حساب نيز با دوبار كليك كردن بر روي تفصيلي مورد نظر مي توان حساب مورد نظر را فيلتر كرده و سپس به تب گردش رفته و در آن قسمت گردش حساب مورد نظر خود را مشاهده نماييد.,مرور حساب‌ها,Accounting/Review,0
1112,680,0,در فرم مرورحسابها زماني كه در تب گردش بر روي يك رديف مورد كليك راست كرده و گزينه مشاهده سند حسابداري انتخاب ميشود ، پيغام زير نمايش داده ميشود : شما دسترسي لازم براي انجام عمليات را نداريد.   علت چيست؟,جهت مشاهده سند حسابداري مي بايست به قسمت تنظيمات رفته و از منوي فهرست كاربران را باز نماييد، سپس كاربر موردنظر را ويرايش كرده و در قسمت حقوق دسترسي سيستم حسابداري، علاوه بر دسترسي مشاهده سند دسترسي ويرايش سند حسابداري را نيز فعال كنيد، در اينصورت قادر خواهيد بود سند موردنظر را مشاهده نماييد.,مرور حساب‌ها,Accounting/Review,0
1113,727,0,چگونه ميتوان از گزارش  چاپ چند سطري  استفاده نمود؟,چاپ چند سطري تنها در قسمت هاي فهرست عمليات (فاكتورهاي فروش، فاكتور هاي خريد دارايي و ...) و گزارشات از نوع  مرور  قابل استفاده مي باشد.   در صورت استفاده از صفحات فوق الذكر (فهرست/مرور) چنانكه نياز به استفاده از گزارش چاپي داشته باشيد ميتوانيد به روش ذيل عمل نموده و گزارش تهيه نمائيد:   1- از پايين صفحه گزينه  منوي چاپ  را انتخاب نمائيد و در ليست باز شده گزينه  چاپ چند سطري  را انتخاب نمائيد.   2- در صفحه باز شده متناسب با تعداد ستون هاي موجود از قسمت  تعداد ستون ها  عددي را في مابين  6  و  12  يادداشت كرده و جهت پر شدن را يكي از مقادير  بالا به پايين  و يا  راست به چپ  تعيين نموده و در نهايت كليد  ادامه  را انتخاب نمائيد.,مرور حساب‌ها,Accounting/Review,0
1114,410,0,مرور فروش با مرور حساب ها مغايرت دارد، علت چيست؟,در صورتيكه براي هريك از عملياتي كه در سيستم  مشتريان و فروش  ثبت ميشود سند حسابداري نيز صادر شود، آن مانده به سيستم حسابداري هم منتقل ميشود و مانده ها در هر دو سيستم با هم يكي ميشوند.   اما وجود مغايرت در مانده ها ميتواند ناشي از موارد زير باشد:   1- عملياتي در سيستم فروش ثبت كرده ايد كه سند حسابداري براي آن صادر نشده است.   2- بعضي از عمليات مربوط به فروش تنها در سيستم حسابداري بصورت دستي ثبت شده است و در نتيجه در سيستم فروش اعمال نشده است.   3- سند حسابداري عمليات ثبت شده از قسمت مشتريان و فروش را ويرايش كرده باشيد، كه اين ويرايش در گزارشات سيستم فروش تاثير نخواهد گذاشت.,مرور حساب‌ها,Accounting/Review,0
